plate,collection_date,this_body_mrem,this_photon_mrem,this_beta_mrem,this_neutron_mrem,this_nt_mrem,this_nf_mrem,this_dose_status,cum_body_mrem,cum_photon_mrem,cum_beta_mrem,cum_neutron_mrem,cum_nt_mrem,cum_nf_mrem,cum_n_badges,cum_n_saturated,is_lower_bound
Hs-1,2025-03-12,751,751,0,0,0,0,MEASURED,751,751,0,0,0,0,1,0,False
Hs-1,2025-03-25,13444,13064,0,380,20,360,MEASURED,14195,13815,0,380,20,360,2,0,False
Hs-1,2025-04-08,35603,34213,0,1390,130,1260,MEASURED,49798,48028,0,1770,150,1620,3,0,False
Hs-1,2025-04-23,10864,10614,0,250,20,230,MEASURED,60662,58642,0,2020,170,1850,4,0,False
Hs-1,2025-05-07,4422,4392,0,30,0,30,MEASURED,65084,63034,0,2050,170,1880,5,0,False
Hs-1,2025-05-21,26001,25871,0,130,10,120,MEASURED,91085,88905,0,2180,180,2000,6,0,False
Hs-1,2025-06-17,552374,540464,0,11910,930,10980,MEASURED,643459,629369,0,14090,1110,12980,7,0,False
Hs-1,2025-07-02,270445,264345,0,6100,430,5670,MEASURED,913904,893714,0,20190,1540,18650,8,0,False
Hs-1,2025-07-30,596843,587303,0,9540,740,8800,MEASURED,1510747,1481017,0,29730,2280,27450,9,0,False
Hs-1,2025-08-27,187772,187772,0,0,0,0,MEASURED,1698519,1668789,0,29730,2280,27450,10,0,False
Hs-1,2025-09-10,61025,61025,0,0,0,0,MEASURED,1759544,1729814,0,29730,2280,27450,11,0,False
Hs-1,2026-01-12,6,6,0,0,0,0,MEASURED,1759550,1729820,0,29730,2280,27450,12,0,False
Hs-2,2025-03-12,460,306,154,0,0,0,MEASURED,460,306,154,0,0,0,1,0,False
Hs-2,2025-03-25,18950,18430,0,520,50,470,MEASURED,19410,18736,154,520,50,470,2,0,False
Hs-2,2025-04-08,85344,83564,0,1780,140,1640,MEASURED,104754,102300,154,2300,190,2110,3,0,False
Hs-2,2025-04-23,89571,89221,0,350,20,330,MEASURED,194325,191521,154,2650,210,2440,4,0,False
Hs-2,2025-05-07,53416,53356,0,60,0,60,MEASURED,247741,244877,154,2710,210,2500,5,0,False
Hs-2,2025-05-21,562571,562421,0,150,10,140,MEASURED,810312,807298,154,2860,220,2640,6,0,False
Hs-2,2025-06-17,1005870,-1,0,5870,1030,4840,EXCEEDED_PARTIAL,1816182,807298,154,8730,1250,7480,7,1,True
Hs-2,2025-07-02,1005660,-1,0,5660,400,5260,EXCEEDED_PARTIAL,2821842,807298,154,14390,1650,12740,8,2,True
Hs-2,2025-07-30,1009800,-1,0,9800,690,9110,EXCEEDED_PARTIAL,3831642,807298,154,24190,2340,21850,9,3,True
Hs-2,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,4831642,807298,154,24190,2340,21850,10,4,True
Hs-2,2025-09-10,1000040,-1,0,40,0,40,EXCEEDED_PARTIAL,5831682,807298,154,24230,2340,21890,11,5,True
Hs-2,2026-01-12,5,5,0,0,0,0,MEASURED,5831687,807303,154,24230,2340,21890,12,5,True
Hs-3,2025-03-12,80,51,29,0,0,0,MEASURED,80,51,29,0,0,0,1,0,False
Hs-3,2025-03-25,3267,1495,1382,390,30,360,MEASURED,3347,1546,1411,390,30,360,2,0,False
Hs-3,2025-04-08,37643,23236,13237,1170,90,1080,MEASURED,40990,24782,14648,1560,120,1440,3,0,False
Hs-3,2025-04-23,216168,215978,0,190,20,170,MEASURED,257158,240760,14648,1750,140,1610,4,0,False
Hs-3,2025-05-07,194438,194438,0,0,0,0,MEASURED,451596,435198,14648,1750,140,1610,5,0,False
Hs-3,2025-05-21,1000110,-1,0,110,0,110,EXCEEDED_PARTIAL,1451706,435198,14648,1860,140,1720,6,1,True
Hs-3,2025-06-17,1024700,477397,541333,5970,0,0,MEASURED,2476406,912595,555981,7830,140,1720,7,1,True
Hs-3,2025-07-02,1004580,-1,0,4580,250,4330,EXCEEDED_PARTIAL,3480986,912595,555981,12410,390,6050,8,2,True
Hs-3,2025-07-30,1007450,-1,0,7450,510,6940,EXCEEDED_PARTIAL,4488436,912595,555981,19860,900,12990,9,3,True
Hs-3,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,5488436,912595,555981,19860,900,12990,10,4,True
Hs-3,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,6488436,912595,555981,19860,900,12990,11,5,True
Hs-3,2026-01-12,0,0,0,0,0,0,MEASURED,6488436,912595,555981,19860,900,12990,12,5,True
Hs-4,2025-01-27,0,0,0,0,0,0,MEASURED,0,0,0,0,0,0,1,0,False
Hs-4,2025-02-18,643,189,34,420,70,350,MEASURED,643,189,34,420,70,350,2,0,False
Hs-4,2025-03-05,46,46,0,0,0,0,MEASURED,689,235,34,420,70,350,3,0,False
Hs-4,2025-03-12,1298,328,0,970,70,900,MEASURED,1987,563,34,1390,140,1250,4,0,False
Hs-4,2025-03-25,11254,2674,0,8580,590,7990,MEASURED,13241,3237,34,9970,730,9240,5,0,False
Hs-4,2025-04-08,6454,6454,0,0,0,0,MEASURED,19695,9691,34,9970,730,9240,6,0,False
Hs-4,2025-04-23,4051,831,0,3220,280,2940,MEASURED,23746,10522,34,13190,1010,12180,7,0,False
Hs-4,2025-05-07,5729,1419,0,4310,320,3990,MEASURED,29475,11941,34,17500,1330,16170,8,0,False
Hs-4,2025-05-21,7316,1936,0,5380,470,4910,MEASURED,36791,13877,34,22880,1800,21080,9,0,False
Hs-4,2025-06-11,4070,2780,0,1290,110,1180,MEASURED,40861,16657,34,24170,1910,22260,10,0,False
Hs-4,2025-07-02,3962,3312,0,650,60,590,MEASURED,44823,19969,34,24820,1970,22850,11,0,False
Hs-4,2025-07-17,3190,2290,0,900,70,830,MEASURED,48013,22259,34,25720,2040,23680,12,0,False
Hs-4,2025-08-27,9417,7797,0,1620,180,1440,MEASURED,57430,30056,34,27340,2220,25120,13,0,False
Hs-4,2025-09-10,1634,1454,0,180,20,160,MEASURED,59064,31510,34,27520,2240,25280,14,0,False
Hs-4,2026-01-12,22,22,0,0,0,0,MEASURED,59086,31532,34,27520,2240,25280,15,0,False
Hs-5,2025-01-27,0,0,0,0,0,0,MEASURED,0,0,0,0,0,0,1,0,False
Hs-5,2025-02-18,0,0,0,0,0,0,MEASURED,0,0,0,0,0,0,2,0,False
Hs-5,2025-03-05,0,0,0,0,0,0,MEASURED,0,0,0,0,0,0,3,0,False
Hs-5,2025-03-12,654,114,0,540,60,480,MEASURED,654,114,0,540,60,480,4,0,False
Hs-5,2025-03-25,5635,1035,0,4600,410,4190,MEASURED,6289,1149,0,5140,470,4670,5,0,False
Hs-5,2025-04-08,7882,1432,0,6450,480,5970,MEASURED,14171,2581,0,11590,950,10640,6,0,False
Hs-5,2025-04-23,1201,581,0,620,50,570,MEASURED,15372,3162,0,12210,1000,11210,7,0,False
Hs-5,2025-05-07,1165,495,0,670,50,620,MEASURED,16537,3657,0,12880,1050,11830,8,0,False
Hs-5,2025-05-21,7636,5596,0,2040,290,1750,MEASURED,24173,9253,0,14920,1340,13580,9,0,False
Hs-5,2025-06-17,18045,17215,0,830,70,760,MEASURED,42218,26468,0,15750,1410,14340,10,0,False
Hs-5,2025-07-02,18998,18728,0,270,20,250,MEASURED,61216,45196,0,16020,1430,14590,11,0,False
Hs-5,2025-07-30,26581,25421,0,1160,130,1030,MEASURED,87797,70617,0,17180,1560,15620,12,0,False
Hs-5,2025-08-27,32781,32201,0,580,60,520,MEASURED,120578,102818,0,17760,1620,16140,13,0,False
Hs-5,2025-09-10,11862,11862,0,0,0,0,MEASURED,132440,114680,0,17760,1620,16140,14,0,False
Hs-5,2026-01-12,22,22,0,0,0,0,MEASURED,132462,114702,0,17760,1620,16140,15,0,False
Hn-6,2025-01-27,1829,1829,0,0,0,0,MEASURED,1829,1829,0,0,0,0,1,0,False
Hn-6,2025-02-18,24974,24774,0,200,10,190,MEASURED,26803,26603,0,200,10,190,2,0,False
Hn-6,2025-03-05,177593,176183,0,1410,110,1300,MEASURED,204396,202786,0,1610,120,1490,3,0,False
Hn-6,2025-03-12,1000000,-1,0,0,0,0,SATURATED_FLOOR,1204396,202786,0,1610,120,1490,4,1,True
Hn-6,2025-03-25,1000000,-1,0,0,0,0,SATURATED_FLOOR,2204396,202786,0,1610,120,1490,5,2,True
Hn-6,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,3204396,202786,0,1610,120,1490,6,3,True
Hn-6,2025-04-23,1000000,-1,0,0,0,0,SATURATED_FLOOR,4204396,202786,0,1610,120,1490,7,4,True
Hn-6,2025-05-07,1000000,-1,0,0,0,0,SATURATED_FLOOR,5204396,202786,0,1610,120,1490,8,5,True
Hn-6,2025-05-21,1000000,-1,0,0,0,0,SATURATED_FLOOR,6204396,202786,0,1610,120,1490,9,6,True
Hn-6,2025-06-17,1000000,-1,0,0,0,0,SATURATED_FLOOR,7204396,202786,0,1610,120,1490,10,7,True
Hn-6,2025-07-02,1000000,-1,0,0,0,0,SATURATED_FLOOR,8204396,202786,0,1610,120,1490,11,8,True
Hn-6,2025-07-30,1000000,-1,0,0,0,0,SATURATED_FLOOR,9204396,202786,0,1610,120,1490,12,9,True
Hn-6,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,10204396,202786,0,1610,120,1490,13,10,True
Hn-6,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,11204396,202786,0,1610,120,1490,14,11,True
Hn-6,2026-01-12,60,60,0,0,0,0,MEASURED,11204456,202846,0,1610,120,1490,15,11,True
Hs-6,2025-03-12,1526,615,541,370,30,340,MEASURED,1526,615,541,370,30,340,1,0,False
Hs-6,2025-03-25,136305,108549,27756,0,0,0,MEASURED,137831,109164,28297,370,30,340,2,0,False
Hs-6,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,1137831,109164,28297,370,30,340,3,1,True
Hs-6,2025-04-23,171564,170834,0,730,70,660,MEASURED,1309395,279998,28297,1100,100,1000,4,1,True
Hs-6,2025-05-07,123742,122792,0,950,100,850,MEASURED,1433137,402790,28297,2050,200,1850,5,1,True
Hs-6,2025-05-21,1001090,-1,0,1090,130,960,EXCEEDED_PARTIAL,2434227,402790,28297,3140,330,2810,6,2,True
Hs-6,2025-06-11,1000720,-1,0,720,60,660,EXCEEDED_PARTIAL,3434947,402790,28297,3860,390,3470,7,3,True
Hs-6,2025-07-02,1000680,-1,0,680,90,590,EXCEEDED_PARTIAL,4435627,402790,28297,4540,480,4060,8,4,True
Hs-6,2025-07-17,1000650,-1,0,650,60,590,EXCEEDED_PARTIAL,5436277,402790,28297,5190,540,4650,9,5,True
Hs-6,2025-08-27,1000610,-1,0,610,60,550,EXCEEDED_PARTIAL,6436887,402790,28297,5800,600,5200,10,6,True
Hs-6,2025-09-10,1000170,-1,0,170,20,150,EXCEEDED_PARTIAL,7437057,402790,28297,5970,620,5350,11,7,True
Hs-6,2026-01-08,6,6,0,0,0,0,MEASURED,7437063,402796,28297,5970,620,5350,12,7,True
Hs-7,2025-01-27,218,218,0,0,0,0,MEASURED,218,218,0,0,0,0,1,0,False
Hs-7,2025-02-18,92499,46619,33240,12640,780,11860,MEASURED,92717,46837,33240,12640,780,11860,2,0,False
Hs-7,2025-03-05,4479,2837,922,720,40,680,MEASURED,97196,49674,34162,13360,820,12540,3,0,False
Hs-7,2025-03-12,22401,21031,0,1370,90,1280,MEASURED,119597,70705,34162,14730,910,13820,4,0,False
Hs-7,2025-03-25,36172,33382,0,2790,310,2480,MEASURED,155769,104087,34162,17520,1220,16300,5,0,False
Hs-7,2025-04-08,110017,53430,56587,0,0,0,MEASURED,265786,157517,90749,17520,1220,16300,6,0,False
Hs-7,2025-04-23,18098,16858,0,1240,90,1150,MEASURED,283884,174375,90749,18760,1310,17450,7,0,False
Hs-7,2025-05-07,34068,31878,0,2190,130,2060,MEASURED,317952,206253,90749,20950,1440,19510,8,0,False
Hs-7,2025-05-21,37574,31071,4113,2390,140,2250,MEASURED,355526,237324,94862,23340,1580,21760,9,0,False
Hs-7,2025-06-11,76004,73724,0,2280,140,2140,MEASURED,431530,311048,94862,25620,1720,23900,10,0,False
Hs-7,2025-07-02,85215,85215,0,0,0,0,MEASURED,516745,396263,94862,25620,1720,23900,11,0,False
Hs-7,2025-07-17,59874,58294,0,1580,100,1480,MEASURED,576619,454557,94862,27200,1820,25380,12,0,False
Hs-7,2025-08-27,203717,198297,0,5420,360,5060,MEASURED,780336,652854,94862,32620,2180,30440,13,0,False
Hs-7,2025-09-10,34422,32792,0,1630,90,1540,MEASURED,814758,685646,94862,34250,2270,31980,14,0,False
Hs-7,2026-01-12,10,10,0,0,0,0,MEASURED,814768,685656,94862,34250,2270,31980,15,0,False
Hn-8,2025-03-12,155,125,30,0,0,0,MEASURED,155,125,30,0,0,0,1,0,False
Hn-8,2025-03-25,52999,23906,26333,2760,210,2550,MEASURED,53154,24031,26363,2760,210,2550,2,0,False
Hn-8,2025-04-08,107030,56785,45685,4560,290,4270,MEASURED,160184,80816,72048,7320,500,6820,3,0,False
Hn-8,2025-04-23,1169,1169,0,0,0,0,MEASURED,161353,81985,72048,7320,500,6820,4,0,False
Hn-8,2025-05-07,1113,1113,0,0,0,0,MEASURED,162466,83098,72048,7320,500,6820,5,0,False
Hn-8,2025-05-21,16959,16769,0,190,10,180,MEASURED,179425,99867,72048,7510,510,7000,6,0,False
Hn-8,2025-06-17,326207,288197,33570,4440,350,4090,MEASURED,505632,388064,105618,11950,860,11090,7,0,False
Hn-8,2025-07-02,83171,67067,14994,1110,100,1010,MEASURED,588803,455131,120612,13060,960,12100,8,0,False
Hn-8,2025-07-30,478449,357557,112622,8270,550,7720,MEASURED,1067252,812688,233234,21330,1510,19820,9,0,False
Hn-8,2025-08-27,221300,220350,0,950,60,890,MEASURED,1288552,1033038,233234,22280,1570,20710,10,0,False
Hn-8,2025-09-10,41226,41226,0,0,0,0,MEASURED,1329778,1074264,233234,22280,1570,20710,11,0,False
Hn-8,2026-01-08,6,6,0,0,0,0,MEASURED,1329784,1074270,233234,22280,1570,20710,12,0,False
Hn-9,2025-03-12,512,279,233,0,0,0,MEASURED,512,279,233,0,0,0,1,0,False
Hn-9,2025-03-25,458428,89773,365065,3590,230,3360,MEASURED,458940,90052,365298,3590,230,3360,2,0,False
Hn-9,2025-04-08,156949,153559,0,3390,200,3190,MEASURED,615889,243611,365298,6980,430,6550,3,0,False
Hn-9,2025-04-23,768,768,0,0,0,0,MEASURED,616657,244379,365298,6980,430,6550,4,0,False
Hn-9,2025-05-07,717,717,0,0,0,0,MEASURED,617374,245096,365298,6980,430,6550,5,0,False
Hn-9,2025-05-21,34978,27466,7212,300,20,280,MEASURED,652352,272562,372510,7280,450,6830,6,0,False
Hn-9,2025-06-17,1008550,-1,0,8550,560,7990,EXCEEDED_PARTIAL,1660902,272562,372510,15830,1010,14820,7,1,True
Hn-9,2025-07-02,390007,276816,111251,1940,130,1810,MEASURED,2050909,549378,483761,17770,1140,16630,8,1,True
Hn-9,2025-07-30,1008120,-1,0,8120,610,7510,EXCEEDED_PARTIAL,3059029,549378,483761,25890,1750,24140,9,2,True
Hn-9,2025-08-27,181956,111546,68920,1490,100,1390,MEASURED,3240985,660924,552681,27380,1850,25530,10,2,True
Hn-9,2025-09-10,17044,17014,0,30,0,30,MEASURED,3258029,677938,552681,27410,1850,25560,11,2,True
Hn-9,2026-01-08,10,10,0,0,0,0,MEASURED,3258039,677948,552681,27410,1850,25560,12,2,True
Hn-10,2025-03-12,3950,2924,1006,20,0,20,MEASURED,3950,2924,1006,20,0,20,1,0,False
Hn-10,2025-03-25,98665,95705,0,2960,190,2770,MEASURED,102615,98629,1006,2980,190,2790,2,0,False
Hn-10,2025-04-08,42268,40198,0,2070,190,1880,MEASURED,144883,138827,1006,5050,380,4670,3,0,False
Hn-10,2025-04-23,1031,1031,0,0,0,0,MEASURED,145914,139858,1006,5050,380,4670,4,0,False
Hn-10,2025-05-07,598,598,0,0,0,0,MEASURED,146512,140456,1006,5050,380,4670,5,0,False
Hn-10,2025-05-21,16242,16082,0,160,20,140,MEASURED,162754,156538,1006,5210,400,4810,6,0,False
Hn-10,2025-06-17,288393,284693,0,3700,380,3320,MEASURED,451147,441231,1006,8910,780,8130,7,0,False
Hn-10,2025-07-02,113261,111601,0,1660,120,1540,MEASURED,564408,552832,1006,10570,900,9670,8,0,False
Hn-10,2025-07-30,371244,366284,0,4960,440,4520,MEASURED,935652,919116,1006,15530,1340,14190,9,0,False
Hn-10,2025-08-27,82556,81596,0,960,70,890,MEASURED,1018208,1000712,1006,16490,1410,15080,10,0,False
Hn-10,2025-09-10,17800,17800,0,0,0,0,MEASURED,1036008,1018512,1006,16490,1410,15080,11,0,False
Hn-10,2026-01-08,6,6,0,0,0,0,MEASURED,1036014,1018518,1006,16490,1410,15080,12,0,False
Hs-10,2025-03-12,188,94,94,0,0,0,MEASURED,188,94,94,0,0,0,1,0,False
Hs-10,2025-03-25,7810,2911,4469,430,30,400,MEASURED,7998,3005,4563,430,30,400,2,0,False
Hs-10,2025-04-08,76056,36971,36935,2150,150,2000,MEASURED,84054,39976,41498,2580,180,2400,3,0,False
Hs-10,2025-04-23,249900,249660,0,240,20,220,MEASURED,333954,289636,41498,2820,200,2620,4,0,False
Hs-10,2025-05-07,193493,193463,0,30,0,30,MEASURED,527447,483099,41498,2850,200,2650,5,0,False
Hs-10,2025-05-21,1000140,-1,0,140,10,130,EXCEEDED_PARTIAL,1527587,483099,41498,2990,210,2780,6,1,True
Hs-10,2025-06-17,1013760,-1,0,13760,1040,12720,EXCEEDED_PARTIAL,2541347,483099,41498,16750,1250,15500,7,2,True
Hs-10,2025-07-02,1004080,-1,0,4080,340,3740,EXCEEDED_PARTIAL,3545427,483099,41498,20830,1590,19240,8,3,True
Hs-10,2025-07-30,1010330,-1,0,10330,670,9660,EXCEEDED_PARTIAL,4555757,483099,41498,31160,2260,28900,9,4,True
Hs-10,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,5555757,483099,41498,31160,2260,28900,10,5,True
Hs-10,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,6555757,483099,41498,31160,2260,28900,11,6,True
Hs-10,2026-01-12,6,6,0,0,0,0,MEASURED,6555763,483105,41498,31160,2260,28900,12,6,True
Hn-11,2025-03-12,264,70,194,0,0,0,MEASURED,264,70,194,0,0,0,1,0,False
Hn-11,2025-03-25,1266,309,517,440,20,420,MEASURED,1530,379,711,440,20,420,2,0,False
Hn-11,2025-04-08,39690,32940,0,6750,350,6400,MEASURED,41220,33319,711,7190,370,6820,3,0,False
Hn-11,2025-04-23,154449,154359,0,90,0,90,MEASURED,195669,187678,711,7280,370,6910,4,0,False
Hn-11,2025-05-07,179632,179552,0,80,0,80,MEASURED,375301,367230,711,7360,370,6990,5,0,False
Hn-11,2025-05-21,1000090,-1,0,90,0,90,EXCEEDED_PARTIAL,1375391,367230,711,7450,370,7080,6,1,True
Hn-11,2025-06-11,1000600,-1,0,600,30,570,EXCEEDED_PARTIAL,2375991,367230,711,8050,400,7650,7,2,True
Hn-11,2025-07-02,1001500,-1,0,1500,100,1400,EXCEEDED_PARTIAL,3377491,367230,711,9550,500,9050,8,3,True
Hn-11,2025-07-17,1001610,-1,0,1610,110,1500,EXCEEDED_PARTIAL,4379101,367230,711,11160,610,10550,9,4,True
Hn-11,2025-08-27,1002170,-1,0,2170,160,2010,EXCEEDED_PARTIAL,5381271,367230,711,13330,770,12560,10,5,True
Hn-11,2025-09-10,1000250,-1,0,250,20,230,EXCEEDED_PARTIAL,6381521,367230,711,13580,790,12790,11,6,True
Hn-11,2026-01-08,0,0,0,0,0,0,MEASURED,6381521,367230,711,13580,790,12790,12,6,True
Hn-12,2025-03-12,322,229,93,0,0,0,MEASURED,322,229,93,0,0,0,1,0,False
Hn-12,2025-03-25,2407,2357,0,50,0,50,MEASURED,2729,2586,93,50,0,50,2,0,False
Hn-12,2025-04-08,4200,2945,735,520,70,450,MEASURED,6929,5531,828,570,70,500,3,0,False
Hn-12,2025-04-23,4434,4334,0,100,0,100,MEASURED,11363,9865,828,670,70,600,4,0,False
Hn-12,2025-05-07,2388,2388,0,0,0,0,MEASURED,13751,12253,828,670,70,600,5,0,False
Hn-12,2025-05-21,26319,26179,0,140,10,130,MEASURED,40070,38432,828,810,80,730,6,0,False
Hn-12,2025-06-11,120741,119941,0,800,50,750,MEASURED,160811,158373,828,1610,130,1480,7,0,False
Hn-12,2025-07-02,111584,110654,0,930,70,860,MEASURED,272395,269027,828,2540,200,2340,8,0,False
Hn-12,2025-07-17,106051,104121,0,1930,180,1750,MEASURED,378446,373148,828,4470,380,4090,9,0,False
Hn-12,2025-08-27,392725,389325,0,3400,260,3140,MEASURED,771171,762473,828,7870,640,7230,10,0,False
Hn-12,2025-09-10,49243,49073,0,170,20,150,MEASURED,820414,811546,828,8040,660,7380,11,0,False
Hn-12,2026-01-08,0,0,0,0,0,0,MEASURED,820414,811546,828,8040,660,7380,12,0,False
Hs-12,2025-03-12,215085,0,227189,1850,140,1710,MEASURED,215085,0,227189,1850,140,1710,1,0,False
Hs-12,2025-03-25,38062,33302,0,4760,500,4260,MEASURED,253147,33302,227189,6610,640,5970,2,0,False
Hs-12,2025-04-08,36536,30346,0,6190,510,5680,MEASURED,289683,63648,227189,12800,1150,11650,3,0,False
Hs-12,2025-04-23,8049,7569,0,480,40,440,MEASURED,297732,71217,227189,13280,1190,12090,4,0,False
Hs-12,2025-05-07,6527,6097,0,430,80,350,MEASURED,304259,77314,227189,13710,1270,12440,5,0,False
Hs-12,2025-05-21,54241,53891,0,350,40,310,MEASURED,358500,131205,227189,14060,1310,12750,6,0,False
Hs-12,2025-06-11,234315,233815,0,500,60,440,MEASURED,592815,365020,227189,14560,1370,13190,7,0,False
Hs-12,2025-07-02,221932,221572,0,360,50,310,MEASURED,814747,586592,227189,14920,1420,13500,8,0,False
Hs-12,2025-07-17,140902,140192,0,710,70,640,MEASURED,955649,726784,227189,15630,1490,14140,9,0,False
Hs-12,2025-08-27,750019,749319,0,700,90,610,MEASURED,1705668,1476103,227189,16330,1580,14750,10,0,False
Hs-12,2025-09-10,115285,115285,0,0,0,0,MEASURED,1820953,1591388,227189,16330,1580,14750,11,0,False
Hs-12,2026-01-08,8,8,0,0,0,0,MEASURED,1820961,1591396,227189,16330,1580,14750,12,0,False
Hs-13,2025-01-27,1000280,-1,0,280,20,260,EXCEEDED_PARTIAL,1000280,0,0,280,20,260,1,1,True
Hs-13,2025-02-18,1000000,-1,0,0,0,0,SATURATED_FLOOR,2000280,0,0,280,20,260,2,2,True
Hs-13,2025-03-05,1007360,-1,0,7360,500,6860,EXCEEDED_PARTIAL,3007640,0,0,7640,520,7120,3,3,True
